"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
30,5,180,7,7,6,3,4,2,3,2,8,8,7,6,5,7,6,"Not eligible to vote",8,6,4,3,"No",4,4,1,7,8,"No",2,2,1,"No","No","No",2013,"Yes","No","No",6,2,7,7,7,1,1,6,66.4,33.2,2,180,64,"No",6,"Male",37,NA,4,"Yes"
180,3,NA,0,9,8,4,3,3,2,3,6,8,8,7,7,8,9,"Yes",8,6,4,2,"No",4,3,3,8,8,"No",0,1,5,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,4,10,5,5,2,3,7,13.2,13.2,1,169,78,"No",8,"Male",85,"Living with my partner - legally recognised",5,"Yes"
50,5,300,7,7,6,3,5,2,2,1,4,7,7,2,2,8,7,"Yes",9,4,4,2,"No",3,5,2,7,9,"No",3,2,2,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,3,5,1,1,6,12.3,72,1,161,58,"Yes",8,"Female",43,"Legally married",4,"Yes"
30,5,240,5,5,2,1,1,5,1,2,2,0,0,0,0,2,3,"Yes",7,2,3,2,"Yes",3,3,1,0,5,"No",0,1,1,"No","Yes","Yes",NA,NA,"Yes","Yes",4,3,7,6,5,1,1,3,19.8,25.5,1,165,50,"No",7,"Female",61,NA,2,"Yes"
15,4,60,0,5,10,1,2,1,1,2,2,2,10,2,1,4,7,"Yes",10,6,3,1,"Yes",2,4,2,8,4,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,10,2,6,7,6,5,11.5,40,4,168,62,"Yes",8,"Female",44,"Living with my partner - legally recognised",6,"Yes"
45,5,150,3,7,4,2,3,3,3,3,8,8,9,7,6,8,8,"Yes",5,6,5,3,"No",3,4,1,7,7,"Yes",5,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,6,2,5,7,1,5,16.4,46.2,2,175,86,"No",5,"Male",39,NA,4,"Yes"
30,5,480,8,8,2,3,1,1,1,1,7,7,8,6,5,8,8,"Yes",9,6,4,5,"Yes",4,5,1,5,9,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,9,6,6,1,1,6,52.8,52.8,4,185,93,"No",9,"Male",51,"Living with my partner - legally recognised",6,"Yes"
60,5,420,7,9,2,3,1,2,2,2,2,7,9,3,3,3,5,"Yes",8,3,1,2,"No",4,2,2,1,0,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,3,8,3,4,7,6,1,NA,NA,0,170,89,"No",7,"Male",59,"Legally married",3,"Yes"
60,5,45,3,5,2,3,2,3,1,3,3,3,5,2,3,4,5,"Yes",8,5,2,1,"No",3,4,1,2,1,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,8,6,5,7,1,5,42.2,19.8,2,176,70,"No",7,"Male",47,"Living with my partner - not legally recognised",5,"Yes"
60,5,480,8,8,6,3,2,2,2,2,1,4,5,4,4,3,5,"Yes",10,6,5,4,"No",4,5,1,6,7,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,9,4,5,3,1,6,66,79.2,4,183,88,"No",10,"Male",37,"Living with my partner - not legally recognised",4,"Yes"
90,5,360,3,7,7,1,1,3,1,3,2,1,6,2,1,1,1,"Yes",10,7,6,4,"Yes",3,5,1,10,2,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,3,7,7,5,4,3,2,13.2,13.2,1,170,63,"Yes",8,"Female",71,"Legally married",NA,"Yes"
60,5,45,5,5,2,2,1,1,1,2,3,7,5,4,4,2,0,"No",7,4,2,2,"No",2,3,1,7,6,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,3,4,3,6,2,85.2,0,2,169,73,"Yes",5,"Male",37,"Living with my partner - legally recognised",6,"No"
60,5,120,7,7,7,3,1,3,2,3,3,3,6,3,3,5,5,"Yes",8,5,4,2,"No",3,4,1,3,5,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,5,7,3,6,0,98.4,4,179,86,"No",8,"Male",55,"Legally married",4,"Yes"
30,5,60,6,6,6,3,2,1,3,1,7,7,8,7,6,6,7,"Yes",9,4,3,2,"No",3,5,1,7,6,"No",8,2,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,3,5,2,3,6,26.4,26.4,1,176,79,"No",10,"Male",65,"Legally married",5,"Yes"
90,4,330,4,6,4,2,2,2,2,1,5,6,7,5,5,5,6,"Yes",3,2,1,1,"No",3,1,3,8,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,2,5,5,0,3,1,NA,NA,0,182,68,"No",2,"Male",72,NA,5,"Yes"
30,5,90,0,0,0,1,1,1,2,1,3,5,5,2,2,2,5,"Yes",10,1,1,1,"No",3,3,2,8,5,"No",5,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",0,2,5,5,5,5,3,1,NA,NA,0,165,78,"Yes",6,"Female",50,"Legally married",6,"Yes"
30,5,240,9,9,7,2,4,2,4,1,8,8,8,8,7,8,8,"Yes",8,6,4,3,"No",3,4,1,7,7,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,6,6,4,1,5,19.8,29.8,2,164,60,"No",8,"Female",25,NA,4,"Yes"
135,5,90,4,5,3,3,1,3,2,4,3,2,7,6,2,4,6,"Yes",9,5,4,5,"No",2,4,2,7,5,"Yes",8,4,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,9,6,7,0,3,1,NA,NA,0,160,72,"Yes",8,"Female",78,"Legally married",5,"Yes"
60,5,180,7,7,6,3,3,4,2,3,7,6,7,4,3,4,7,"Yes",7,6,3,4,"No",4,5,2,8,6,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,1,7,6,6,6,5,3,40,13.2,2,180,82,"No",7,"Male",50,NA,4,"No"
30,5,300,6,7,5,2,3,3,3,4,7,9,9,8,8,8,7,"Yes",8,7,3,4,"No",4,4,1,6,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,8,6,6,0,1,6,139.2,70,4,184,85,"No",8,"Male",36,"Living with my partner - legally recognised",5,"Yes"
60,5,240,3,8,6,2,2,3,2,2,1,6,7,1,0,0,5,"Yes",10,4,5,2,"No",3,5,1,0,0,"Yes",7,2,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,3,5,1,1,1,NA,NA,0,179,76,"No",9,"Male",33,"Legally married",4,"Yes"
15,5,90,6,8,7,2,2,3,3,2,2,5,8,3,3,4,4,"Yes",7,6,3,3,"No",3,4,1,3,2,"Yes",8,5,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,5,6,2,6,4,0,36.4,3,170,73,"No",8,"Female",38,"Legally married",6,"Yes"
60,5,660,5,6,4,3,1,3,2,5,7,8,9,6,6,6,7,"Not eligible to vote",10,3,3,1,"Yes",3,5,1,8,10,"No",0,1,1,"No","No","No",2013,"Yes","No","No",9,4,7,5,6,6,1,1,NA,NA,0,157,67,"No",9,"Female",35,"Legally married",4,"Yes"
30,5,20,4,5,3,2,4,1,3,2,8,9,7,7,6,9,9,"No",6,6,4,3,"Yes",3,4,1,4,6,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,5,5,3,1,3,13.2,20,2,165,65,"No",7,"Female",18,NA,5,"Yes"
60,5,300,5,7,7,2,3,1,3,1,7,8,8,7,7,8,8,"Yes",7,7,4,3,"No",3,4,1,7,7,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,7,6,6,7,1,5,12.3,18.9,3,164,57,"Yes",7,"Female",24,NA,4,"Yes"
60,5,720,7,6,4,3,4,3,4,3,7,8,9,8,8,8,8,"Yes",7,6,4,4,"No",3,5,1,8,8,"Yes",7,4,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,2,8,5,5,5,2,6,26.4,56.4,4,182,89,"No",7,"Male",28,"Legally married",4,"Yes"
60,5,60,8,7,7,3,2,1,2,1,4,5,7,4,2,7,7,"Yes",9,6,4,3,"No",3,4,1,8,7,"Yes",6,1,3,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,9,6,6,7,3,6,13.2,26.4,1,162,59,"No",9,"Female",66,"Legally married",4,"Yes"
60,5,120,6,8,7,3,2,3,3,3,7,6,8,5,4,5,6,"Yes",9,5,4,3,"No",4,4,1,10,9,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,9,5,6,0,1,4,0,26.4,1,170,92,"No",9,"Female",57,"Legally married",6,"Yes"
120,5,480,5,7,6,4,2,3,3,2,6,4,3,2,2,2,2,"Yes",8,4,4,3,"No",3,4,1,5,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,3,6,7,1,5,13.2,85.2,2,175,89,"Yes",7,"Female",54,"Living with my partner - not legally recognised",4,"Yes"
0,5,360,3,4,5,2,3,1,2,2,7,7,8,7,7,7,7,"Not eligible to vote",8,5,4,4,"No",3,5,1,5,5,"No",7,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,7,6,7,6,1,4,0,19.8,2,163,55,"No",8,"Female",19,NA,4,"Yes"
30,4,120,3,3,2,4,1,2,2,2,4,6,9,2,5,7,5,"Not eligible to vote",9,7,3,1,"Yes",4,5,1,10,3,"No",0,2,4,"No","Yes","Yes",NA,"No","Yes","No",4,4,4,2,1,7,5,5,88,20,3,176,82,"Yes",3,"Male",20,NA,5,"Yes"
30,5,180,8,8,4,2,1,2,1,1,5,4,5,5,4,4,3,"Yes",8,6,4,4,"No",3,3,2,7,5,"No",5,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,5,5,2,5,7,26.4,26.4,3,170,61,"No",8,"Female",57,NA,3,"Yes"
5,5,150,7,4,5,2,1,1,1,1,3,5,7,3,4,6,6,"Yes",8,4,3,1,"No",4,5,1,1,1,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,8,2,4,5,2,6,0,30,1,172,66,"No",8,"Male",43,"Legally married",4,"Yes"
0,4,180,10,8,0,1,1,3,1,NA,0,0,0,0,0,0,0,"Yes",10,4,3,2,"Yes",3,3,2,0,0,"No",10,1,5,"Yes","Yes","No",1991,"Yes","No","No",6,3,6,1,5,4,6,3,32.8,23.2,2,189,90,"Yes",10,"Male",43,NA,4,"No"
90,5,270,6,6,7,3,3,3,3,3,7,7,7,6,7,7,8,"Yes",8,4,4,3,"No",2,4,1,8,8,"Yes",4,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,9,5,5,1,1,2,13.2,13.2,2,176,87,"No",8,"Female",38,"Living with my partner - legally recognised",5,"Yes"
30,5,60,4,2,3,2,3,1,2,2,6,8,8,8,7,7,6,"Not eligible to vote",4,6,2,1,"No",3,3,3,8,8,"No",8,1,1,"No","Yes","No",1974,"Yes","No","No",8,3,8,2,3,5,1,5,0,216,1,170,74,"No",6,"Male",49,NA,5,"Yes"
60,5,120,10,10,8,4,4,4,4,4,8,8,8,7,7,8,7,"Yes",10,6,6,3,"No",4,5,1,8,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,5,9,7,6,7,1,5,0,13.2,1,179,86,"No",9,"Male",60,NA,2,"Yes"
30,5,60,6,5,7,1,1,1,1,1,0,3,10,0,0,0,0,"Yes",8,6,4,2,"No",4,5,2,8,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,5,2,5,0,6,7,39.6,39.6,3,172,70,"No",8,"Male",60,"Legally married",NA,"Yes"
30,1,NA,7,7,8,3,1,3,1,2,6,8,7,6,4,8,8,"Yes",7,2,4,1,"Yes",2,3,3,4,9,"Yes",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,5,5,5,0,2,1,NA,NA,0,185,83,"No",7,"Male",85,"Legally married",5,"Yes"
180,4,150,6,7,7,3,2,3,2,3,3,3,5,3,3,2,5,"Yes",8,4,4,3,"No",3,3,2,5,3,"Yes",5,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,8,5,5,6,3,7,13.2,52.8,1,177,78,"No",9,"Male",78,"Legally married",5,"Yes"
45,1,NA,8,8,8,1,1,1,1,1,5,5,8,5,5,5,5,"Yes",10,6,2,2,"No",2,4,1,5,5,"No",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,3,8,1,4,0,6,1,NA,NA,0,178,70,"No",10,"Male",79,NA,4,"Yes"
30,5,30,5,5,6,3,3,1,2,2,7,8,8,6,7,7,7,"Yes",7,6,3,2,"No",3,4,1,7,5,"No",4,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,4,8,6,5,0,1,3,6.6,6.6,2,168,68,"No",7,"Female",31,"Legally married",5,"Yes"
20,2,NA,5,3,4,1,1,1,1,1,5,5,4,5,5,6,8,"Not eligible to vote",5,1,1,1,"No",2,4,1,5,5,"Yes",9,5,7,"Yes","Yes","No",1994,"No","No","No",3,2,NA,5,5,1,1,1,NA,NA,0,160,74,"No",5,"Female",59,"Legally married",4,"Yes"
60,5,240,3,2,4,1,1,1,1,1,6,7,9,6,7,6,7,"Not eligible to vote",8,6,1,2,"No",3,4,1,7,8,"Yes",7,1,7,"Yes","Yes","Yes",NA,"No","No","No",7,3,9,5,5,1,1,1,NA,NA,0,160,58,"No",8,"Female",15,NA,5,"No"
90,5,30,6,7,7,4,3,2,2,2,6,5,6,5,6,4,4,"Yes",9,6,3,2,"No",2,4,1,1,0,"Yes",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,5,5,5,1,5,79.2,151.2,1,164,70,"No",9,"Female",73,"Legally married",4,"Yes"
60,5,90,3,8,8,4,2,2,2,2,2,5,8,5,5,7,8,"Yes",10,6,4,2,"No",4,5,1,3,6,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,10,3,5,1,5,1,NA,NA,0,189,65,"No",10,"Male",58,"Living with my partner - not legally recognised",2,"Yes"
10,5,180,5,10,7,1,2,1,4,1,NA,5,10,5,NA,5,5,"Not eligible to vote",10,5,1,2,"No",2,5,1,7,7,"Yes",8,4,7,"No","Yes","No",2008,"Yes","No","No",7,2,8,2,2,1,1,1,NA,NA,0,170,74,"No",10,"Female",31,NA,6,"Yes"
90,5,530,8,7,6,3,5,3,4,3,6,7,8,5,4,9,10,"Yes",8,5,3,3,"No",3,5,1,6,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,6,5,7,1,4,0,13.2,1,170,72,"No",8,"Male",58,"Legally married",3,"Yes"
15,5,180,8,6,8,2,4,3,NA,3,7,NA,7,7,7,7,8,"No",9,5,4,4,"No",3,5,1,7,9,"Yes",7,3,2,"No","No","No",2018,"Yes","No","No",8,4,8,5,5,0,1,2,0,10,1,160,75,"No",9,"Female",42,NA,6,"Yes"
60,5,60,7,7,7,4,3,3,3,3,7,5,5,5,5,5,7,"Yes",9,6,4,4,"Yes",2,4,1,9,9,"Yes",7,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,6,3,3,6,13.2,26.4,4,170,77,"No",9,"Female",67,"Legally married",4,"Yes"
60,5,180,3,9,8,2,2,1,2,1,5,9,9,7,6,7,NA,"Yes",8,4,4,1,"No",3,3,2,5,5,"Yes",4,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,4,5,0,1,4,0,144,1,166,70,"No",8,"Female",71,NA,3,"Yes"
180,4,60,8,9,10,4,1,1,1,1,4,5,7,2,2,5,5,"Yes",6,5,1,2,"No",2,2,3,4,5,"No",5,1,7,"No","Yes","Yes",NA,"No","Yes","Yes",5,4,6,5,5,0,6,1,NA,NA,0,160,55,"No",6,"Female",81,NA,4,"Yes"
45,5,270,4,4,5,2,2,2,1,1,4,0,7,1,1,4,5,"Yes",5,6,4,3,"No",3,3,2,6,5,"No",3,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,5,5,3,2,4,13.2,13.2,1,160,60,"No",6,"Female",52,NA,3,"Yes"
15,5,480,6,8,6,3,3,2,3,2,7,9,9,7,8,8,NA,"Not eligible to vote",10,4,4,2,"No",3,4,1,7,5,"No",0,1,1,"No","No","No",2018,"Yes","No","No",4,3,9,3,5,0,5,4,13.2,72,2,167,65,"No",10,"Female",28,"Legally married",4,"Yes"
60,4,30,7,6,7,3,2,2,2,2,4,4,7,3,3,2,7,"Yes",7,4,3,3,"No",3,4,1,6,5,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,2,5,3,5,7,6,5,30,80,4,170,70,"No",7,"Male",72,"Legally married",3,"Yes"
90,4,90,8,8,6,3,3,2,2,3,7,7,8,7,6,6,7,"Yes",8,4,3,2,"No",4,5,1,5,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,6,6,1,3,6,13.2,40,2,178,65,"No",7,"Male",59,"Living with my partner - legally recognised",3,"Yes"
10,5,240,6,6,5,2,2,1,3,3,5,7,8,4,4,5,5,"Yes",8,4,6,3,"No",4,4,1,7,7,"Yes",5,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,8,3,5,2,2,5,16.6,46.2,3,180,75,"No",8,"Male",24,"Living with my partner - not legally recognised",5,"Yes"
0,5,240,7,6,2,2,2,1,2,1,5,7,7,4,5,5,5,"Yes",9,6,4,3,"Yes",3,3,2,6,2,"Yes",10,6,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,4,7,7,3,1,2,0,6.6,1,163,55,"Yes",8,"Female",31,NA,6,"No"
60,4,110,6,7,7,2,2,1,3,1,4,6,8,4,4,5,6,"Yes",10,6,4,4,"No",4,5,1,7,3,"No",5,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,9,5,5,5,1,4,10,10,1,165,65,"No",9,"Female",55,"Legally married",4,"Yes"
566,5,210,6,3,4,2,2,1,2,2,5,3,8,4,5,6,7,"Yes",3,5,2,2,"No",2,2,2,8,7,"Yes",9,2,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,2,7,4,5,3,1,2,54,54,1,NA,NA,"No",4,"Male",33,NA,4,"Yes"
15,3,NA,5,8,10,2,3,5,4,1,2,4,2,5,5,7,4,"Not eligible to vote",4,4,1,3,"No",4,4,1,2,7,"Yes",9,2,6,"No","No","No",2008,"Yes","No","No",7,3,7,3,3,7,2,2,0,165.2,3,185,75,"No",3,"Male",19,NA,3,"No"
30,5,180,7,7,8,3,1,5,1,3,4,6,4,5,6,3,3,"Yes",8,5,3,2,"Yes",3,4,1,5,3,"No",6,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,4,6,4,5,1,6,6,52.8,144,4,167,70,"Yes",8,"Female",56,"Living with my partner - not legally recognised",4,"Yes"
15,5,480,6,7,5,2,3,2,3,2,3,6,7,2,2,6,7,"No",7,6,6,4,"No",3,5,1,9,9,"Yes",3,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,4,5,7,1,6,39.6,46.2,2,181,61,"No",6,"Male",26,NA,5,"Yes"
886,1,NA,3,6,5,2,2,1,1,1,6,7,6,6,5,7,7,"Yes",7,3,3,2,"No",2,4,1,8,8,"Yes",5,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,6,6,6,7,1,7,13.2,13.2,1,160,45,"No",8,"Female",74,"Legally married",5,"Yes"
0,5,300,7,6,7,1,3,1,3,3,5,7,7,6,5,5,5,"No",8,4,3,3,"No",3,4,2,7,7,"No",0,1,1,"No","No","No",2022,"Yes","No","No",7,3,8,5,5,7,3,2,6.6,0,1,169,105,"No",8,"Female",35,"Living with my partner - not legally recognised",5,"No"
60,5,120,5,5,5,3,2,3,2,3,5,5,8,5,5,5,5,"No",10,7,1,4,"No",3,5,1,7,5,"Yes",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,9,4,5,5,2,6,40,105.8,4,192,100,"No",10,"Male",22,NA,4,"Yes"
30,5,300,8,7,7,1,2,1,2,2,0,0,7,0,0,0,0,"Yes",10,4,2,3,"No",3,3,2,0,0,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,2,7,4,5,2,1,1,NA,NA,0,167,85,"No",10,"Female",54,"Living with my partner - legally recognised",5,"Yes"
776,5,60,7,7,7,2,2,2,2,2,6,7,7,6,4,5,6,"Yes",8,6,3,2,"No",3,4,1,7,6,"No",4,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,6,5,7,2,6,72,13.2,1,168,55,"No",8,"Female",71,"Legally married",4,"Yes"
75,5,180,0,0,0,3,2,3,2,3,3,0,3,2,4,4,4,"Yes",9,4,3,2,"Yes",4,4,1,10,7,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",3,3,5,5,5,7,1,5,72,13.2,1,171,91,"No",0,"Male",50,"Legally married",4,"Yes"
30,4,180,5,7,6,NA,2,3,2,2,5,4,5,2,4,6,6,"Not eligible to vote",8,4,3,3,"Yes",3,5,NA,8,9,"Yes",10,4,6,NA,"Yes","Yes",NA,"No","No","Yes",3,2,6,5,6,5,1,1,NA,NA,0,185,63,"No",7,"Male",15,NA,5,NA
60,3,NA,5,6,6,3,2,3,3,3,6,4,7,6,6,6,7,"Yes",8,3,4,2,"No",3,3,2,3,2,"No",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,5,5,7,3,7,10,36.4,2,178,84,"No",8,"Male",75,"Legally married",5,"Yes"
180,5,300,7,3,6,4,2,3,2,2,7,8,9,6,6,4,10,"No",6,4,2,5,"No",3,4,1,1,8,"Yes",7,4,7,"Yes","No","No",2017,"No","No","No",6,3,7,7,6,7,1,1,NA,NA,0,167,56,"No",4,"Female",38,"Living with my partner - legally recognised",5,"Yes"
120,3,NA,2,5,1,4,1,4,1,4,1,5,5,5,5,5,9,"Yes",8,6,4,4,"No",4,4,3,9,9,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",9,4,3,5,3,2,3,5,9.6,36,3,190,95,"No",8,"Male",66,"Legally married",4,"Yes"
30,5,300,1,1,2,2,1,3,1,3,0,0,1,0,0,0,0,"Yes",9,6,4,4,"No",3,3,2,5,2,"No",4,1,5,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,9,6,6,3,1,1,NA,NA,0,166,86,"No",8,"Female",57,"Legally married",4,"Yes"
30,4,90,9,7,7,2,3,1,3,1,6,7,7,7,7,7,7,"Yes",7,4,4,2,"No",2,4,1,8,8,"No",8,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,4,5,5,0,2,4,13.2,13.2,1,165,63,"No",8,"Female",48,"Living with my partner - legally recognised",5,"Yes"
15,5,330,2,7,2,2,3,1,2,1,8,6,8,8,NA,6,8,"Yes",8,6,3,2,"No",3,4,1,7,7,"Yes",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,5,0,6,6,6.6,26.4,2,161,72,"No",7,"Female",29,NA,5,"Yes"
30,5,90,4,5,1,3,2,1,1,1,3,5,10,4,3,0,0,"Yes",10,6,3,2,"No",3,3,2,5,0,"No",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,5,8,4,5,4,3,2,72,72,1,171,NA,"No",9,"Female",67,"Legally married",5,"Yes"
120,5,180,2,2,5,1,2,1,2,1,5,6,8,4,4,5,5,"Yes",9,7,4,4,"No",3,4,1,7,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,5,7,4,7,39.6,21.1,4,172,85,"No",8,"Female",46,"Legally married",5,"Yes"
45,5,240,6,7,4,3,2,2,3,2,2,9,7,2,2,3,9,"Yes",9,5,4,4,"No",3,5,1,9,4,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,6,3,3,6,36.2,100,2,191,100,"No",9,"Male",28,"Living with my partner - legally recognised",3,"Yes"
95,5,320,6,7,6,2,3,2,2,2,6,6,6,7,7,5,6,"Yes",8,4,3,4,"Yes",3,4,1,9,8,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,7,4,6,3,1,4,26.4,19.8,2,173,62,"No",9,"Female",42,NA,4,"Yes"
45,5,720,8,7,4,3,3,3,4,2,7,8,6,6,7,8,8,"Yes",7,6,3,2,"No",4,4,1,8,7,"No",7,1,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,7,5,6,7,3,1,NA,NA,0,189,87,"Yes",7,"Male",47,"Legally married",5,"Yes"
90,4,180,7,7,7,2,4,1,1,1,8,8,8,8,8,8,8,"Not eligible to vote",10,5,3,2,"No",3,5,1,9,8,"Yes",10,1,6,"No","No","No",2012,"No","No","No",8,4,9,6,5,3,1,1,NA,NA,0,157,68,"Yes",8,"Female",32,"Legally married",5,"Yes"
90,5,120,8,7,4,3,2,1,2,2,6,8,8,5,4,5,6,"Yes",9,6,4,2,"No",3,4,1,8,7,"Yes",3,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,2,6,5,5,7,3,6,81.6,94.8,3,174,80,"No",9,"Male",76,"Legally married",5,"Yes"
90,5,720,7,8,8,2,1,1,2,2,0,4,7,2,2,2,5,"Yes",5,5,4,2,"No",4,1,3,2,3,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,8,5,5,0,1,6,20,26.4,4,175,84,"No",3,"Male",57,"Legally married",4,"Yes"
60,5,60,8,8,5,4,4,4,4,3,7,8,8,6,6,7,8,"Yes",7,5,4,3,"No",2,3,1,8,8,"Yes",7,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,4,8,5,5,1,1,5,13.2,13.2,1,179,95,"No",7,"Male",51,"Legally married",5,"Yes"
30,1,NA,5,5,5,1,2,1,3,2,5,7,7,7,7,7,7,"Yes",8,7,1,2,"Yes",1,4,1,10,7,"Yes",10,4,7,"No","Yes","Yes",NA,"Yes","No","No",10,5,8,5,4,3,5,1,NA,NA,0,165,67,NA,5,"Female",73,NA,6,"Yes"
15,4,60,5,5,5,3,3,3,3,2,0,5,7,0,0,0,0,"Yes",8,6,1,2,"No",3,3,2,3,2,"No",9,1,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",NA,NA,9,5,6,7,6,1,NA,NA,0,167,87,"No",9,"Male",71,NA,5,"Yes"
60,5,180,4,6,5,2,1,3,1,3,0,6,5,4,2,2,6,"Yes",10,6,4,4,"No",4,4,1,6,6,"No",1,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,9,7,5,2,4,6,158.8,49.6,4,178,113,"Yes",10,"Male",55,NA,5,"No"
360,5,600,8,7,7,4,3,4,3,5,6,8,9,5,4,7,3,"No",8,5,4,1,"No",4,3,1,8,9,"Yes",3,3,1,"No","No","No",2015,"Yes","No","No",9,5,8,3,6,1,6,6,20,20,3,179,93,"No",9,"Male",35,"Legally married",4,"Yes"
